Var 1	Var 2	Var 3	Var 4	Var 5	Var 6	Var 7	Var 8	Var 9	Var 10	Var 11	Var 12	Var 13	Var 14	Var 15	Var 16	Var 17	Var 18	Var 19	Var 20	Var 21	Var 22	Var 23	Var 24	Var 25	Var 26	Var 27	Var 28	Var 29	Var 30	Var 31	Var 32	Var 33	Var 34	Var 35	Var 36	Var 37	Var 38	Var 39	Var 40	Var 41	Var 42	Var 43	Var 44	Var 45	Var 46	Var 47	Var 48	Var 49	Var 50	Var 51	Var 52	Var 53	Var 54	Var 55	Var 56	Var 57	Var 58	Var 59	Var 60	Var 61	Var 62	Var 63	Var 64	Var 65	Var 66	Var 67	Var 68	Var 69	Var 70	Var 71	Var 72	Var 73	Var 74	Var 75	Var 76	Var 77	Var 78	Var 79	Var 80	Var 81	Var 82	Var 83	Var 84	Var 85	Var 86	Var 87	Var 88	Var 89	Var 90	Var 91	Var 92	Var 93	Var 94	Var 95	Var 96	Var 97	Var 98	Var 99	Var 100	Var 101	Var 102	Var 103	Var 104	Var 105	Var 106	Var 107	Var 108	Var 109	Var 110	Var 111	Var 112	Var 113	Var 114	Var 115	Var 116	Var 117	Var 118	Var 119	Var 120	Var 121	Var 122	Var 123	Var 124	Var 125	Var 126	Var 127	Var 128
0.0909090909	0	0	0.5845459107	0.5555555556	0.03	0.42	0.05	0.56	0.56	0.45	0.37	0.43	0.26	0.43	0.05	0.99	0.19	0.34	0.4	0.27	0.51	0.94	0.53	0.21	0.22	0.26	0.21	0.17	0.16	0.24	0.29	0.05	0.49	0.48	0.59	0.12	0.62	0.32	0.19	0.25	0.58	0.22	0.89	0.42	0.83	0.89	0.54	0.39	0.43	0.49	0.41	0.29	0.22	0.03	0.39	0.03	0.74	0.69	0.66	0.68	0.86	0.7	0.61	0.57	0.57	0.5	0.47	0.39	0.45	0.34	0.6	0.38	0.52	0.69	0	0.03	0.81	0.46	0.28	0.35	0.44	0.44	0.82	0.19	0.18	0.19	0.26	0.3	0.33	0.29	0.76	0.45	0.21	0.01	0	0.49	0.55	0.49	0.41	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.11	0.08	0	0	0	0	0	0	0.38
0	0	0	0.5850476668	0.5555555556	0	0.36	0.48	0.62	0.01	0	0.42	0.42	0.27	0.58	0	0	0.14	0.27	0.34	0.28	0.69	0.47	0.44	0.19	0.19	0.24	0.15	0.13	0	0	0.43	0.02	0.52	0.48	0.6	0.27	0.27	0.37	0.73	0.4	0.72	0.43	0.44	0.28	0.57	0.54	0.45	0.52	0.49	0.66	0.56	0.55	0.52	0.01	0.2	0	0	0	0	0.39	0	0	0	0.01	0.98	0.03	0.24	0.22	0.4	0.42	0.38	0.55	0.17	0.51	0.5	0.02	0.67	0.55	0.19	0.7	0.46	0.62	0.54	0.07	0.08	0.09	0.02	0.05	0.08	0.07	0.53	0.27	0.28	0	0	0.01	0.88	0.62	0.78	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.06	0	0	0	0	0	0	0	0.31
0.2	0	0	0.585549423	0.5555555556	0	0.15	0	0.99	0.03	0.04	0.11	0.15	0.09	0.98	0.02	1	0.48	0.17	0.09	0.78	0.87	0.1	0.59	0.58	0.81	0.79	0.29	0	0.33	0	0.52	0	0.12	0.19	0.24	0.44	0.24	0.31	0.16	0.37	0.12	0.54	0.52	0.16	0.38	0.45	0.13	0.84	0.88	1	1	0.74	0.34	0	0.01	0.01	0.12	0.12	0.22	0.26	0.07	0.07	0.11	0.12	0.83	0.09	0.05	0.05	0.17	0.18	0.09	0.86	0.03	0.59	0	0.04	0.42	0.83	0.97	0.34	0.54	0.05	0	0.43	0.5	0.7	0.5	0.47	0.56	0.46	0.59	0.72	0.32	0	0	0.27	0.06	0.64	0.74	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0.05	0	0	0	0	0	0	0.07
0.6363636364	0.0154761905	0.2231043268	0.5860511791	0.5555555556	0.01	0.35	0.07	0.81	0.02	0.26	0.39	0.43	0.29	0.64	0	0	0.15	0.24	0.27	0.53	0.7	0.7	0.75	0.19	0.17	0.18	0.13	0.14	0.15	0.19	0.17	0.02	0.49	0.43	0.51	0.15	0.77	0.29	0.61	0.5	0.68	0.19	0.48	0.48	0.49	0.51	0.44	0.42	0.47	0.49	0.43	0.37	0.48	0.01	0.4	0	0.16	0.15	0.16	0.22	0.02	0.02	0.02	0.02	0.71	0.19	0.23	0.2	0.38	0.39	0.37	0.59	0.09	0.38	0.5	0.01	0.81	0.58	0.2	0.65	0	0.57	0.07	0.06	0.05	0.05	0.15	0.16	0.15	0.16	0.81	0.18	0.58	0	0	0.06	0.86	0.74	0.86	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.26	0.05	0	0	0	0	0	0	0.11
0.0909090909	0	0	0.5865529353	0.5555555556	0.16	0.58	0.41	0.24	1	0.2	0.43	0.5	0.33	0.34	0.17	1	0.41	0.59	0.19	0.37	0.38	0.52	0.71	0.4	0.31	0.37	0.32	0.2	0.29	0.33	0.39	0.08	0.21	0.23	0.32	0.3	0.41	0.52	0.29	0.4	0.33	0.35	0.56	0.45	0.59	0.59	0.63	0.57	0.56	0.62	0.54	0.56	0.58	0.06	0.28	0.13	0.29	0.35	0.45	0.49	0.37	0.39	0.46	0.45	0.57	0.16	0.5	0.47	0.6	0.62	0.56	0.54	0.42	0.51	0.5	0.13	0.76	0.54	0.15	0.31	0.54	0.18	0.13	0.32	0.34	0.36	0.43	0.47	0.55	0.48	0.59	0.72	0.28	0.03	0.02	0.54	0.44	0.39	0.39	0.62	0.01	0.09	0.97	0.13	0.04	0.14	0.43	0.09	0.62	0.48	0.39	0.28	1	0.55	0.05	0.36	0.76	0.09	0.3	0.21	0.06	0.03	0.86	0.5	1	0.14	0.6
0.5090909091	0	0	0.5870546914	0.5555555556	0	0.35	0.21	0.83	0.03	0.01	0.45	0.44	0.27	0.56	0	0	0.06	0.19	0.84	0.26	0.72	1	0.37	0.11	0.15	0.16	0.09	0.23	0.83	0	1	0.03	0.84	0.83	0.81	0.16	0.62	0.24	0.43	0.52	0.58	0.35	0.58	0.24	0.59	0.61	0.41	0.48	0.44	0.55	0.46	0.27	0.33	0.01	0.29	0	0	0.23	0.58	0.49	0	0.01	0.01	0.01	0.98	0.02	0.2	0.18	0.37	0.33	0.44	0.5	0.16	0.56	0	0.01	0.78	0.53	0.45	0.53	0.54	0.73	0.38	0.03	0.03	0.05	0	0.04	0.03	0.04	0.58	0.13	0.29	0	0	0	0.67	0.6	0.77	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.14	0.02	0	0	0	0	0	0	0.54
0.0909090909	0	0	0.5875564476	0.5555555556	0.12	1	0.03	0.11	0.1	1	0.62	0.69	0.49	0.21	0.14	1	0.26	0.62	0.24	0.17	0.35	0.59	0.3	0.22	0.11	0.15	0.25	0.15	0.24	0.22	0.26	0.14	0.46	1	1	0.06	0.74	0.42	0.85	0.08	0.99	0.07	0.3	0.65	0.46	0.4	1	0.58	0.54	0.57	0.62	0.29	0.15	0.11	0.6	0.28	0.37	0.43	0.47	0.55	1	1	1	1	0	1	1	1	1	1	1	0.34	1	0.91	0	0.03	0.94	0.36	0.09	0.2	0.25	0.29	0.45	0.42	0.41	0.37	0.49	0.47	0.53	0.44	0.7	0.89	0.21	0.01	0	1	0.35	0.45	0.82	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.98	0.45	0	0	0	0	0	0	0.45
0.0909090909	0	0	0.5880582037	0.5555555556	0.01	0.09	0.02	0.89	0.23	0.13	0.07	0.71	0.27	0.15	0.03	1	0.71	0.82	0.18	0.61	0.07	0.07	0.15	0.75	0.98	0.98	0.73	0.42	0.52	0.66	0.92	0.01	0.13	0.02	0.04	0.91	0.04	0.98	0.51	0.34	0.09	0.92	0.76	0.97	0.63	0.71	0.14	0.55	0.62	0.84	0.32	0.65	0.7	0	0.17	0.01	0.4	0.44	0.43	0.43	0.23	0.22	0.2	0.18	0.84	0.06	0.05	0.02	0.11	0.21	0.12	0.28	0.1	0.81	0	0.03	0.8	0.26	0.03	0.22	0.44	0.03	0.22	1	1	1	0.89	0.9	1	0.86	0.32	0.75	0.18	0	0	0.24	0.37	0.25	0.46	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.06	0	0	0	0	0	0	0.22
0.7454545455	0.1083333333	0.8357136061	0.5885599599	0.5555555556	0	0.59	0.06	0.87	0.33	0.01	0.39	0.38	0.24	0.31	0.02	0.97	0.74	0.78	0.24	0.83	0.28	0.06	0.37	0.71	0.57	0.56	0.52	0.76	0.47	0.43	0.57	0	0.02	0.13	0.19	0.67	0.06	0.73	0.74	0.42	0.27	0.68	0.23	0.34	0.2	0.22	0.6	0.93	0.94	0.98	0.82	0.48	0.62	0	0.07	0	0.24	0.33	0.45	0.49	0.1	0.12	0.15	0.15	0.88	0.1	0.24	0.26	0.62	0.69	0.26	0.84	0.03	0.23	0.5	0.01	0.82	0.78	0	0.48	0.73	0.04	0.3	0.44	0.46	0.48	0.67	0.64	0.76	0.71	0.38	0.51	0.42	0	0	0.17	0.75	0.62	0.67	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.12	0.19	0	0	0	0	0	0	0.02
0.1454545455	0.0035714286	0.728775754	0.589061716	0.5555555556	0.02	0.51	0.02	0.96	0.1	0.02	0.4	0.36	0.23	0.31	0	0	0.87	0.77	0.27	0.89	0.29	0.07	0.53	0.87	0.8	0.78	0.65	0.35	0.49	0.36	0.8	0	0.02	0.09	0.06	0.92	0.1	0.69	0.32	0.58	0.05	0.9	0.2	0.31	0.24	0.23	0.49	0.92	0.94	0.94	0.74	0.33	0.49	0	0.04	0.01	0.21	0.18	0.27	0.3	0.09	0.07	0.1	0.1	0.91	0.02	0.12	0.14	0.55	0.58	0.3	0.85	0.02	0.23	0.5	0.01	0.9	0.81	0.09	0.61	0.63	0	0.09	0.6	0.62	0.62	0.65	0.66	0.8	0.7	0.45	0.42	0.32	0	0	0.18	0.39	0.71	0.72	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.05	0.15	0	0	0	0	0	0	0
0.7272727273	0	0	0.5895634722	0.5555555556	0.06	0.35	0.01	0.93	0.07	0.09	0.35	0.4	0.25	0.56	0.07	1	0.23	0.4	0.18	0.48	0.57	0.35	0.5	0.26	0.3	0.29	0.18	0.17	0.15	0.2	0.25	0.06	0.38	0.2	0.3	0.28	0.44	0.41	0.28	0.36	0.48	0.34	0.69	0.28	0.73	0.74	0.35	0.53	0.56	0.48	0.61	0.4	0.52	0.02	0.23	0.01	0.17	0.27	0.31	0.34	0.04	0.06	0.06	0.06	0.91	0.07	0.19	0.17	0.37	0.4	0.36	0.48	0.15	0.53	0.5	0.04	0.86	0.47	0.17	0.25	0.58	0.28	0.14	0.14	0.13	0.14	0.27	0.29	0.32	0.3	0.62	0.46	0.46	0.06	0.01	0.1	0.36	0.31	0.54	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.21	0.07	0	0	0	0	0	0	0.22
0.3272727273	0.0726190476	0.9628740869	0.5900652283	0.5555555556	0.08	0.45	0.01	0.98	0.04	0.01	0.47	0.48	0.36	0.5	0.09	1	0.25	0.47	0.38	0.62	0.57	0.3	0.59	0.28	0.25	0.24	0.12	0.12	0.11	0.17	0.19	0.05	0.28	0.32	0.36	0.3	0.29	0.5	0.49	0.59	0.46	0.37	0.3	0.46	0.27	0.29	0.48	0.72	0.77	0.73	0.74	0.74	0.73	0.02	0.13	0.01	0.68	0.57	0.56	0.51	0.07	0.05	0.05	0.04	0.96	0.04	0.22	0.21	0.41	0.52	0.22	0.67	0.06	0.46	0.5	0.05	0.85	0.6	0.3	0.53	0.27	0.14	0.1	0.08	0.08	0.07	0.15	0.16	0.18	0.15	0.37	0.13	0.28	0.05	0.19	0.04	0.81	0.63	0.76	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.21	0.06	0	0	0	0	0	0	0.13
0.9818181818	0.1511904762	0.9188980623	0.5905669844	0.5555555556	0	0.65	0.04	0.93	0.1	0.03	1	1	1	0.24	0	0	0.13	0.59	0.38	0.71	0.39	0.13	0.35	0.33	0.14	0.13	0.08	0.25	0.2	0.28	0.32	0.02	0.88	0.28	0.29	0.59	0.24	0.43	0.24	0.68	0.35	0.45	0.09	1	0.09	0.09	0.4	0.64	0.72	0.79	0.98	0.7	0.79	0	0.12	0	0.69	0.67	0.62	0.53	0.15	0.13	0.11	0.08	0.91	0.06	0.22	0.15	0.36	0.45	0.37	0.2	0.22	0.66	0	0.01	0.84	0.2	0.2	0.3	0.46	0.05	0	0.11	0.1	0.1	0.17	0.24	0.3	0.21	0.76	0.27	0.25	0.01	0	0.09	0.77	0.2	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.22	0.02	0	0	0	0	0	0	0.06
0.1272727273	0	0	0.5910687406	0.5555555556	0.02	0.53	0.01	0.92	0.13	0.1	0.44	0.47	0.25	0.14	0.04	1	0.45	0.84	0.41	0.53	0.19	0.11	0.3	0.44	0.36	0.36	0.49	0.37	0.19	0.32	0.38	0.01	0.12	0.05	0.11	0.45	0.19	0.81	0.5	0.38	0.34	0.5	0.45	0.32	0.45	0.46	0.58	0.79	0.82	0.87	0.69	0.69	0.72	0	0.09	0.01	0.42	0.39	0.47	0.49	0.1	0.08	0.09	0.09	0.9	0.06	0.24	0.25	0.59	0.65	0.38	0.74	0.08	0.3	0.5	0.02	0.85	0.7	0.04	0.33	0.75	0.13	0.11	0.21	0.18	0.16	0.33	0.33	0.42	0.32	0.36	0.56	0.31	0	0	0.1	0.4	0.47	0.42	0.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.09	0.17	0	0	0	0	0	0	0.11
0.6909090909	0.0416666667	0.8839815216	0.5915704967	0.5555555556	0.03	0.43	0.01	0.95	0.18	0.02	0.32	0.34	0.19	0.47	0.04	1	0.59	0.65	0.18	0.79	0.44	0.05	0.51	0.64	0.65	0.61	0.77	0.87	0.73	1	0.83	0	0.04	0.09	0.15	0.61	0.13	0.55	0.39	0.55	0.15	0.76	0.3	0.32	0.26	0.29	0.51	0.91	0.94	0.95	0.88	0.36	0.35	0	0.03	0.01	0.19	0.27	0.29	0.31	0.09	0.11	0.11	0.11	0.84	0.04	0.24	0.22	0.43	0.53	0.11	0.8	0.03	0.42	0.5	0.04	0.73	0.71	0.01	0.63	0.77	0.02	0.08	0.28	0.32	0.36	0.55	0.52	0.58	0.53	0.22	0.37	0.18	0	0	0.2	0.69	0.59	0.77	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.14	0.17	0	0	0	0	0	0	0.03
0.2	0	0	0.5920722529	0.5555555556	0.03	0.24	0.29	0.71	0.05	0.29	0.24	0.39	0.24	0.75	0.05	1	0.17	0.27	0	0.43	0.73	0.2	0.57	0.16	0.24	0.27	0.16	0.17	0.2	0.2	0.28	0.04	0.45	0.49	0.57	0.18	0.34	0.36	0.1	0.38	0.31	0.23	0.85	0.46	0.65	0.76	0.32	0.39	0.39	0.28	0.38	0.5	0.45	0.03	0.47	0.04	0.36	0.51	0.59	0.67	0.51	0.64	0.68	0.7	0.51	0.53	0.29	0.21	0.24	0.2	0.32	0.42	0.36	0.9	0	0.16	0.15	0.45	0.26	0.36	0.48	0.47	0.17	0.13	0.12	0.12	0.35	0.32	0.33	0.32	0.66	0.63	0.36	0	0.05	0.61	0.13	0.39	0.57	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.43	0.12	0	0	0	0	0	0	0.69
0.8545454545	0	0	0.592574009	0.5555555556	0.04	0.55	0.24	0.74	0.13	0.12	0.51	0.48	0.29	0.19	0.06	1	0.48	0.8	0.34	0.54	0.25	0.1	0.35	0.47	0.41	0.42	0.33	0.32	0.41	0.38	0.41	0.01	0.09	0.12	0.2	0.47	0.25	0.73	0.29	0.39	0.29	0.53	0.39	0.29	0.57	0.51	0.56	0.7	0.71	0.75	0.61	0.55	0.66	0.01	0.15	0.01	0.14	0.2	0.37	0.46	0.03	0.04	0.07	0.08	0.89	0.04	0.2	0.22	0.6	0.62	0.53	0.63	0.15	0.27	0.5	0.04	0.75	0.62	0.05	0.29	0.75	0.11	0.1	0.18	0.18	0.2	0.38	0.41	0.45	0.42	0.48	0.37	0.17	0	0	0.1	0.64	0.56	0.74	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.26	0.05	0	0	0	0	0	0	0.19
0.8	0	0	0.5930757652	0.5555555556	0.03	0.46	0.92	0.27	0.03	0.01	0.44	0.48	0.31	0.47	0.05	1	0.22	0.47	0.43	0.35	0.57	0.57	0.4	0.25	0.26	0.46	0.15	0.05	0.53	0.19	0.55	0.06	0.58	0.57	0.54	0.36	0.38	0.39	0.38	0.55	0.44	0.44	0.52	0.55	0.63	0.62	0.53	0.27	0.23	0.31	0.3	0.59	0.65	0.05	0.72	0	0.5	0.4	0.46	0.4	0.05	0.04	0.04	0.03	0.95	0.03	0.38	0.33	0.44	0.45	0.45	0.47	0.22	0.46	0.5	0.04	0.77	0.48	0.17	0.56	0.54	0.57	0.54	0.09	0.1	0.13	0.08	0.15	0.2	0.22	0.46	0.3	0.46	0.01	0	0.04	0.79	0.6	0.75	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.17	0.07	0	0	0	0	0	0	0.69
0.0909090909	0	0	0.5935775213	0.5555555556	0.01	0.76	0.05	0.58	0.07	1	0.55	0.55	0.35	0.26	0	0	0.18	0.55	0.68	0.17	0.4	0.96	0.35	0.15	0.14	0.16	0.22	0.09	0.3	0.23	0.23	0.04	0.65	1	0.87	0.14	1	0.27	0.13	0.39	0.44	0.28	0.44	0.47	0.51	0.5	0.9	0.5	0.49	0.51	0.57	0.2	0.06	0.02	0.45	0.03	0.25	0.27	0.35	0.4	0.42	0.4	0.47	0.49	0	0.95	0.8	0.78	0.81	0.79	0.82	0.34	0.96	0.63	0	0.02	0.8	0.37	0.34	0.36	0.52	0.51	1	0.15	0.14	0.14	0.13	0.2	0.22	0.21	0.51	0.44	0.32	0	0.02	0.71	0.6	0.55	0.79	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.32	0.04	0	0	0	0	0	0	0.41
0.6	0.0035714286	0.6520291341	0.5940792775	0.5555555556	0.01	0.54	0.02	0.91	0.27	0.04	0.37	0.41	0.25	0.28	0.02	1	0.89	0.74	0.15	0.83	0.35	0.02	0.4	0.88	0.76	0.75	0.88	0.46	0.44	0.47	0.63	0	0.05	0.06	0.09	0.77	0.19	0.63	0.36	0.29	0.1	0.72	0.22	0.36	0.24	0.23	0.53	0.89	0.92	0.97	0.81	0.17	0.26	0	0.04	0.01	0.27	0.3	0.33	0.42	0.18	0.18	0.18	0.21	0.82	0.08	0.19	0.21	0.59	0.6	0.39	0.86	0.03	0.22	0.5	0.01	0.76	0.83	0	0.39	0.44	0.01	0.3	0.71	0.71	0.74	0.97	0.94	1	0.95	0.63	0.59	0.89	0.01	0	0.29	0.42	0.72	0.74	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.2	0.47	0	0	0	0	0	0	0.08
0.2	0	0	0.5945810336	0.5555555556	0.05	0.53	0.31	0.69	0.14	0.32	0.37	0.46	0.26	0.3	0.06	1	0.4	0.72	0.29	0.39	0.35	0.15	0.28	0.37	0.3	0.3	0.31	0.26	0.29	0.36	0.44	0.03	0.21	0.21	0.37	0.23	0.27	0.67	0.2	0.38	0.24	0.39	0.52	0.35	0.61	0.59	0.54	0.64	0.65	0.71	0.59	0.66	0.72	0.02	0.2	0.05	0.23	0.27	0.36	0.41	0.33	0.33	0.4	0.43	0.62	0.19	0.29	0.29	0.58	0.57	0.58	0.75	0.33	0.51	0.5	0.04	0.79	0.75	0.14	0.37	0.63	0.09	0.33	0.19	0.16	0.14	0.49	0.48	0.53	0.52	0.65	0.56	0.5	0	0	0.6	0.25	0.45	0.41	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.11	0.05	0	0	0	0	0	0	0.31
0.4363636364	0.025	0.4407116505	0.5950827898	0.5555555556	0.03	0.59	0.09	0.91	0.07	0.02	0.38	0.39	0.31	0.58	0.04	1	0.68	0.53	0.25	0.73	0.69	0.18	0.76	0.71	0.59	0.58	0.44	0.61	0.42	0.39	0.51	0.01	0.07	0.08	0.11	0.7	0.25	0.5	0.15	0.79	0.1	0.83	0.09	0.54	0.14	0.12	0.62	0.85	0.89	0.92	0.88	0.65	0.67	0	0.07	0.01	0.15	0.17	0.21	0.21	0.08	0.08	0.09	0.08	0.88	0.03	0.35	0.34	0.6	0.63	0.34	0.85	0.02	0.19	0.5	0.01	0.92	0.81	0.09	0.44	0	0.01	0.11	0.58	0.58	0.6	0.41	0.59	0.79	0.71	0.52	0.54	0.44	0	0	0.22	0.82	0.84	0.7	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.16	0.58	0	0	0	0	0	0	0.08
0.0909090909	0	0	0.5955845459	0.5555555556	0.46	1	0.05	0.51	0.6	1	0.58	0.79	0.58	0.14	0.46	1	0.39	0.78	0.18	0.26	0.25	0.4	0.27	0.31	0.17	0.18	0.35	0.24	0.22	0.23	0.23	0.47	0.48	1	0.9	0.15	0.56	0.59	0.7	0.11	0.79	0.15	0.3	0.74	0.45	0.38	1	0.64	0.51	0.72	0.67	0.54	0.43	0.28	0.51	1	0.6	0.68	0.71	0.77	1	1	1	1	0	1	1	1	1	1	1	0.28	1	0.75	0	0.18	0.84	0.36	0.25	0.16	0.6	0.27	0.47	0.49	0.48	0.46	0.7	0.68	0.81	0.67	0.77	0.75	0.18	0.11	0.58	1	0.28	0.35	0.62	0.48	0.07	0.11	0.92	0.14	0.42	0.54	1	0.11	0.94	0.53	0.06	0.65	0.39	0.5	0.08	0.43	0.27	0.08	0.91	0.48	0.23	0.13	0.82	0.5	0.59	0.19	0.45
0.4363636364	0.0107142857	0.6344281531	0.5960863021	0.5555555556	0.02	0.49	0.01	0.98	0.04	0.01	0.35	0.42	0.29	0.51	0.04	1	0.5	0.59	0.18	0.53	0.61	0.23	0.64	0.51	0.43	0.41	0.53	0.2	0.74	0.19	0.42	0.01	0.09	0.19	0.32	0.25	0.35	0.55	0.38	0.34	0.31	0.41	0.27	0.43	0.29	0.29	0.55	0.77	0.78	0.91	0.78	0.49	0.53	0	0.06	0.01	0.05	0.08	0.12	0.14	0.02	0.02	0.03	0.03	0.89	0.05	0.25	0.25	0.53	0.6	0.24	0.81	0.04	0.41	0.5	0.01	0.93	0.75	0.06	0.49	0.33	0.02	0.14	0.46	0.42	0.39	0.24	0.49	0.59	0.5	0.42	0.41	0.54	0	0	0.14	0.93	0.93	0.81	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.19	0.35	0	0	0	0	0	0	0.2
0.7090909091	0	0	0.5965880582	0.5555555556	0	0.41	0	0.93	0.03	0.06	0.38	0.43	0.22	0.42	0	0	0.19	0.56	1	0.38	0.47	0.25	0.3	0.2	0.2	0.2	0.08	0.07	0.25	0.15	0.17	0.02	0.4	0.34	0.46	0.21	0.25	0.49	0.14	0.32	0.48	0.26	0.6	0.21	0.62	0.64	0.44	0.64	0.69	0.8	0.66	0.43	0.53	0	0.08	0	0	0	0.29	0.25	0	0	0.02	0.01	0.95	0.02	0.16	0.16	0.42	0.4	0.46	0.6	0.14	0.47	0.5	0.04	0.36	0.62	0.13	0.82	0.63	0.48	0.07	0.04	0.04	0.05	0.11	0.11	0.1	0.13	0.24	0.34	0.17	0	0	0.03	0.68	0.53	0.72	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.08	0.01	0	0	0	0	0	0	0.19
0.5818181818	0.0202380952	0.7393469137	0.5970898144	0.5555555556	0	0.4	0.01	0.97	0.07	0.01	0.34	0.53	0.33	0.36	0.02	1	0.35	0.64	0.08	0.48	0.45	0.3	0.55	0.36	0.29	0.28	0.28	0.15	0.18	0	0.79	0.01	0.17	0.41	0.43	0.2	0.31	0.67	0.78	0.22	0.57	0.29	0.51	0.38	0.57	0.57	0.42	0.59	0.62	0.66	0.6	0.63	0.75	0	0.2	0	0.1	0.18	0.39	0.4	0.03	0.04	0.08	0.08	0.76	0.06	0.18	0.17	0.44	0.49	0.39	0.51	0.09	0.62	0	0.02	0.71	0.49	0.13	0.25	0.48	0.31	0.35	0.26	0.25	0.23	0.34	0.4	0.44	0.39	0.45	0.66	0.67	0.01	0	0.11	0.58	0.46	0.56	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.1	0.06	0	0	0	0	0	0	0.03
0.1272727273	0	0	0.5975915705	0.5555555556	0.01	0.46	0.02	0.84	0.13	0.27	0.29	0.43	0.16	0.15	0	0	0.37	0.81	0.29	0.46	0.18	0.17	0.19	0.33	0.32	0.31	0.37	0.19	0.35	0.33	0.36	0.01	0.21	0.18	0.24	0.45	0.2	0.81	0.57	0.36	0.37	0.49	0.69	0.3	0.73	0.74	0.54	0.64	0.69	0.72	0.53	0.68	0.71	0	0.09	0	0.33	0.51	0.47	0.65	0.12	0.17	0.14	0.18	0.82	0.13	0.23	0.22	0.51	0.52	0.47	0.68	0.16	0.48	0.5	0.02	0.74	0.67	0.04	0.4	0.81	0.15	0	0.19	0.17	0.14	0.38	0.4	0.46	0.41	0.61	0.61	0.65	0.01	0	0.15	0.4	0.36	0.56	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.18	0.13	0	0	0	0	0	0	0.15
0.8545454545	0	0	0.5980933266	0.5555555556	0	0.42	0.38	0.59	0.02	0.15	0.51	0.5	0.38	0.58	0	0	0.12	0.37	0.38	0.38	0.59	0.46	0.39	0.15	0.19	0.25	0.15	0.24	0.29	0.1	0.11	0.02	0.58	0.62	0.61	0.24	0.6	0.3	0.28	0.5	0.44	0.34	0.62	0.34	0.65	0.67	0.47	0.47	0.48	0.48	0.53	0.5	0.48	0.01	0.21	0	0.78	0.89	0.94	0.91	0.28	0.28	0.27	0.24	0.85	0.21	0.32	0.28	0.38	0.34	0.48	0.46	0.32	0.55	0	0.03	0.47	0.5	0.28	0.51	0.65	0.87	0.55	0.05	0.06	0.09	0.12	0.15	0.17	0.17	0.45	0.34	0.89	0	0	0.15	0.8	0.44	0.51	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.07	0	0	0	0	0	0	0	0.54
